"ChineseDramaName"	"KoreaDramaName"	"TV"	"EP"	"Date"	"Rate"
今天開始我愛你	오늘부터 사랑해	KBS2	47	2015-06-09	14.2%
今天開始我愛你	오늘부터 사랑해	KBS2	48	2015-06-10	13.7%
今天開始我愛你	오늘부터 사랑해	KBS2	49	2015-06-11	12.5%
今天開始我愛你	오늘부터 사랑해	KBS2	50	2015-06-12	13.2%
今天開始我愛你	오늘부터 사랑해	KBS2	1	2015-04-06	19.0%
今天開始我愛你	오늘부터 사랑해	KBS2	2	2015-04-07	17.7%
今天開始我愛你	오늘부터 사랑해	KBS2	3	2015-04-08	16.3%
今天開始我愛你	오늘부터 사랑해	KBS2	4	2015-04-09	15.2%
今天開始我愛你	오늘부터 사랑해	KBS2	5	2015-04-10	15.0%
今天開始我愛你	오늘부터 사랑해	KBS2	6	2015-04-13	16.7%
今天開始我愛你	오늘부터 사랑해	KBS2	7	2015-04-14	17.0%
今天開始我愛你	오늘부터 사랑해	KBS2	8	2015-04-15	14.9%
今天開始我愛你	오늘부터 사랑해	KBS2	9	2015-04-16	16.0%
今天開始我愛你	오늘부터 사랑해	KBS2	10	2015-04-17	15.0%
今天開始我愛你	오늘부터 사랑해	KBS2	11	2015-04-20	15.7%
今天開始我愛你	오늘부터 사랑해	KBS2	12	2015-04-21	16.1%
今天開始我愛你	오늘부터 사랑해	KBS2	13	2015-04-22	14.0%
今天開始我愛你	오늘부터 사랑해	KBS2	14	2015-04-23	14.4%
今天開始我愛你	오늘부터 사랑해	KBS2	15	2015-04-24	14.0%
今天開始我愛你	오늘부터 사랑해	KBS2	16	2015-04-27	15.4%
今天開始我愛你	오늘부터 사랑해	KBS2	17	2015-04-28	16.2%
今天開始我愛你	오늘부터 사랑해	KBS2	18	2015-04-29	14.6%
今天開始我愛你	오늘부터 사랑해	KBS2	19	2015-04-30	14.9%
今天開始我愛你	오늘부터 사랑해	KBS2	20	2015-05-01	13.3%
今天開始我愛你	오늘부터 사랑해	KBS2	21	2015-05-04	15.3%
今天開始我愛你	오늘부터 사랑해	KBS2	22	2015-05-05	14.0%
今天開始我愛你	오늘부터 사랑해	KBS2	23	2015-05-06	14.8%
今天開始我愛你	오늘부터 사랑해	KBS2	24	2015-05-07	14.5%
今天開始我愛你	오늘부터 사랑해	KBS2	25	2015-05-08	12.7%
今天開始我愛你	오늘부터 사랑해	KBS2	26	2015-05-11	16.9%
今天開始我愛你	오늘부터 사랑해	KBS2	27	2015-05-12	16.4%
今天開始我愛你	오늘부터 사랑해	KBS2	28	2015-05-13	10.9%
今天開始我愛你	오늘부터 사랑해	KBS2	29	2015-05-14	13.7%
今天開始我愛你	오늘부터 사랑해	KBS2	30	2015-05-15	14.3%
今天開始我愛你	오늘부터 사랑해	KBS2	31	2015-05-18	14.9%
今天開始我愛你	오늘부터 사랑해	KBS2	32	2015-05-19	14.1%
今天開始我愛你	오늘부터 사랑해	KBS2	33	2015-05-20	13.5%
今天開始我愛你	오늘부터 사랑해	KBS2	34	2015-05-21	13.6%
今天開始我愛你	오늘부터 사랑해	KBS2	35	2015-05-22	14.3%
今天開始我愛你	오늘부터 사랑해	KBS2	36	2015-05-25	14.9%
今天開始我愛你	오늘부터 사랑해	KBS2	37	2015-05-26	15.1%
今天開始我愛你	오늘부터 사랑해	KBS2	38	2015-05-27	13.3%
今天開始我愛你	오늘부터 사랑해	KBS2	39	2015-05-28	12.8%
今天開始我愛你	오늘부터 사랑해	KBS2	40	2015-05-29	13.5%
今天開始我愛你	오늘부터 사랑해	KBS2	41	2015-06-01	14.8%
今天開始我愛你	오늘부터 사랑해	KBS2	42	2015-06-02	15.6%
今天開始我愛你	오늘부터 사랑해	KBS2	43	2015-06-03	13.4%
今天開始我愛你	오늘부터 사랑해	KBS2	44	2015-06-04	13.8%
今天開始我愛你	오늘부터 사랑해	KBS2	45	2015-06-05	14.2%
今天開始我愛你	오늘부터 사랑해	KBS2	46	2015-06-08	14.5%
今天開始我愛你	오늘부터 사랑해	KBS2	47	2015-06-09	14.2%
今天開始我愛你	오늘부터 사랑해	KBS2	48	2015-06-10	13.7%
今天開始我愛你	오늘부터 사랑해	KBS2	49	2015-06-11	12.5%
今天開始我愛你	오늘부터 사랑해	KBS2	50	2015-06-12	13.2%
聽到傳聞	풍문으로 들었소	SBS	1	2015-02-23	6.8%
聽到傳聞	풍문으로 들었소	SBS	2	2015-02-24	7.9%
聽到傳聞	풍문으로 들었소	SBS	3	2015-03-02	7.0%
聽到傳聞	풍문으로 들었소	SBS	4	2015-03-03	7.9%
聽到傳聞	풍문으로 들었소	SBS	5	2015-03-09	8.1%
聽到傳聞	풍문으로 들었소	SBS	6	2015-03-10	8.3%
聽到傳聞	풍문으로 들었소	SBS	7	2015-03-16	8.2%
聽到傳聞	풍문으로 들었소	SBS	8	2015-03-17	8.3%
聽到傳聞	풍문으로 들었소	SBS	9	2015-03-23	8.7%
聽到傳聞	풍문으로 들었소	SBS	10	2015-03-24	9.4%
聽到傳聞	풍문으로 들었소	SBS	11	2015-03-30	9.1%
聽到傳聞	풍문으로 들었소	SBS	12	2015-03-31	9.5%
聽到傳聞	풍문으로 들었소	SBS	13	2015-04-06	9.2%
聽到傳聞	풍문으로 들었소	SBS	14	2015-04-07	10.3%
聽到傳聞	풍문으로 들었소	SBS	15	2015-04-13	10.5%
聽到傳聞	풍문으로 들었소	SBS	16	2015-04-14	10.1%
聽到傳聞	풍문으로 들었소	SBS	17	2015-04-20	11.1%
聽到傳聞	풍문으로 들었소	SBS	18	2015-04-21	11.3%
聽到傳聞	풍문으로 들었소	SBS	19	2015-04-27	9.8%
聽到傳聞	풍문으로 들었소	SBS	20	2015-04-28	10.9%
聽到傳聞	풍문으로 들었소	SBS	21	2015-05-04	8.3%
聽到傳聞	풍문으로 들었소	SBS	22	2015-05-05	10.8%
聽到傳聞	풍문으로 들었소	SBS	23	2015-05-11	9.3%
聽到傳聞	풍문으로 들었소	SBS	24	2015-05-12	9.4%
聽到傳聞	풍문으로 들었소	SBS	25	2015-05-18	8.8%
聽到傳聞	풍문으로 들었소	SBS	26	2015-05-19	9.2%
聽到傳聞	풍문으로 들었소	SBS	27	2015-05-25	9.3%
聽到傳聞	풍문으로 들었소	SBS	28	2015-05-26	9.2%
聽到傳聞	풍문으로 들었소	SBS	29	2015-06-01	9.6%
聽到傳聞	풍문으로 들었소	SBS	30	2015-06-02	11.1%
聽到傳聞	풍문으로 들었소	SBS	1	2015-02-23	6.8%
聽到傳聞	풍문으로 들었소	SBS	2	2015-02-24	7.9%
聽到傳聞	풍문으로 들었소	SBS	3	2015-03-02	7.0%
聽到傳聞	풍문으로 들었소	SBS	4	2015-03-03	7.9%
聽到傳聞	풍문으로 들었소	SBS	5	2015-03-09	8.1%
聽到傳聞	풍문으로 들었소	SBS	6	2015-03-10	8.3%
聽到傳聞	풍문으로 들었소	SBS	7	2015-03-16	8.2%
聽到傳聞	풍문으로 들었소	SBS	8	2015-03-17	8.3%
聽到傳聞	풍문으로 들었소	SBS	9	2015-03-23	8.7%
聽到傳聞	풍문으로 들었소	SBS	10	2015-03-24	9.4%
聽到傳聞	풍문으로 들었소	SBS	11	2015-03-30	9.1%
聽到傳聞	풍문으로 들었소	SBS	12	2015-03-31	9.5%
聽到傳聞	풍문으로 들었소	SBS	13	2015-04-06	9.2%
聽到傳聞	풍문으로 들었소	SBS	14	2015-04-07	10.3%
聽到傳聞	풍문으로 들었소	SBS	15	2015-04-13	10.5%
聽到傳聞	풍문으로 들었소	SBS	16	2015-04-14	10.1%
聽到傳聞	풍문으로 들었소	SBS	17	2015-04-20	11.1%
聽到傳聞	풍문으로 들었소	SBS	18	2015-04-21	11.3%
聽到傳聞	풍문으로 들었소	SBS	19	2015-04-27	9.8%
聽到傳聞	풍문으로 들었소	SBS	20	2015-04-28	10.9%
聽到傳聞	풍문으로 들었소	SBS	21	2015-05-04	8.3%
聽到傳聞	풍문으로 들었소	SBS	22	2015-05-05	10.8%
聽到傳聞	풍문으로 들었소	SBS	23	2015-05-11	9.3%
聽到傳聞	풍문으로 들었소	SBS	24	2015-05-12	9.4%
聽到傳聞	풍문으로 들었소	SBS	25	2015-05-18	8.8%
聽到傳聞	풍문으로 들었소	SBS	26	2015-05-19	9.2%
聽到傳聞	풍문으로 들었소	SBS	27	2015-05-25	9.3%
聽到傳聞	풍문으로 들었소	SBS	28	2015-05-26	9.2%
聽到傳聞	풍문으로 들었소	SBS	29	2015-06-01	9.6%
聽到傳聞	풍문으로 들었소	SBS	30	2015-06-02	11.1%
聽到傳聞	풍문으로 들었소	SBS	1	2015-02-23	6.8%
聽到傳聞	풍문으로 들었소	SBS	2	2015-02-24	7.9%
聽到傳聞	풍문으로 들었소	SBS	3	2015-03-02	7.0%
聽到傳聞	풍문으로 들었소	SBS	4	2015-03-03	7.9%
聽到傳聞	풍문으로 들었소	SBS	5	2015-03-09	8.1%
聽到傳聞	풍문으로 들었소	SBS	6	2015-03-10	8.3%
聽到傳聞	풍문으로 들었소	SBS	7	2015-03-16	8.2%
聽到傳聞	풍문으로 들었소	SBS	8	2015-03-17	8.3%
聽到傳聞	풍문으로 들었소	SBS	9	2015-03-23	8.7%
聽到傳聞	풍문으로 들었소	SBS	10	2015-03-24	9.4%
聽到傳聞	풍문으로 들었소	SBS	11	2015-03-30	9.1%
聽到傳聞	풍문으로 들었소	SBS	12	2015-03-31	9.5%
聽到傳聞	풍문으로 들었소	SBS	13	2015-04-06	9.2%
聽到傳聞	풍문으로 들었소	SBS	14	2015-04-07	10.3%
聽到傳聞	풍문으로 들었소	SBS	15	2015-04-13	10.5%
聽到傳聞	풍문으로 들었소	SBS	16	2015-04-14	10.1%
聽到傳聞	풍문으로 들었소	SBS	17	2015-04-20	11.1%
聽到傳聞	풍문으로 들었소	SBS	18	2015-04-21	11.3%
聽到傳聞	풍문으로 들었소	SBS	19	2015-04-27	9.8%
聽到傳聞	풍문으로 들었소	SBS	20	2015-04-28	10.9%
聽到傳聞	풍문으로 들었소	SBS	21	2015-05-04	8.3%
聽到傳聞	풍문으로 들었소	SBS	22	2015-05-05	10.8%
聽到傳聞	풍문으로 들었소	SBS	23	2015-05-11	9.3%
聽到傳聞	풍문으로 들었소	SBS	24	2015-05-12	9.4%
聽到傳聞	풍문으로 들었소	SBS	25	2015-05-18	8.8%
聽到傳聞	풍문으로 들었소	SBS	26	2015-05-19	9.2%
聽到傳聞	풍문으로 들었소	SBS	27	2015-05-25	9.3%
聽到傳聞	풍문으로 들었소	SBS	28	2015-05-26	9.2%
聽到傳聞	풍문으로 들었소	SBS	29	2015-06-01	9.6%
聽到傳聞	풍문으로 들었소	SBS	30	2015-06-02	11.1%
輝煌或瘋狂	빛나거나 미치거나	MBC	1	2015-01-19	7.6%
輝煌或瘋狂	빛나거나 미치거나	MBC	2	2015-01-20	8.0%
輝煌或瘋狂	빛나거나 미치거나	MBC	3	2015-01-26	8.6%
輝煌或瘋狂	빛나거나 미치거나	MBC	4	2015-01-27	9.9%
輝煌或瘋狂	빛나거나 미치거나	MBC	5	2015-02-02	8.4%
輝煌或瘋狂	빛나거나 미치거나	MBC	6	2015-02-03	9.1%
輝煌或瘋狂	빛나거나 미치거나	MBC	7	2015-02-09	8.7%
輝煌或瘋狂	빛나거나 미치거나	MBC	8	2015-02-10	9.4%
輝煌或瘋狂	빛나거나 미치거나	MBC	9	2015-02-16	9.4%
輝煌或瘋狂	빛나거나 미치거나	MBC	10	2015-02-17	11.5%
輝煌或瘋狂	빛나거나 미치거나	MBC	11	2015-02-23	11.5%
輝煌或瘋狂	빛나거나 미치거나	MBC	12	2015-02-24	12.3%
輝煌或瘋狂	빛나거나 미치거나	MBC	13	2015-03-02	9.9%
輝煌或瘋狂	빛나거나 미치거나	MBC	14	2015-03-03	12.4%
輝煌或瘋狂	빛나거나 미치거나	MBC	15	2015-03-09	10.2%
輝煌或瘋狂	빛나거나 미치거나	MBC	16	2015-03-10	11.7%
輝煌或瘋狂	빛나거나 미치거나	MBC	17	2015-03-16	11.3%
輝煌或瘋狂	빛나거나 미치거나	MBC	18	2015-03-17	11.4%
輝煌或瘋狂	빛나거나 미치거나	MBC	19	2015-03-23	10.7%
輝煌或瘋狂	빛나거나 미치거나	MBC	20	2015-03-24	11.4%
輝煌或瘋狂	빛나거나 미치거나	MBC	21	2015-03-30	11.2%
輝煌或瘋狂	빛나거나 미치거나	MBC	22	2015-03-31	9.5%
輝煌或瘋狂	빛나거나 미치거나	MBC	23	2015-04-06	10.8%
輝煌或瘋狂	빛나거나 미치거나	MBC	24	2015-04-07	11.5%
Blood	블러드	KBS2	1	2015-02-16	5.3%
Blood	블러드	KBS2	2	2015-02-17	4.9%
Blood	블러드	KBS2	3	2015-02-23	6.1%
Blood	블러드	KBS2	4	2015-02-24	5.8%
Blood	블러드	KBS2	5	2015-03-02	4.6%
Blood	블러드	KBS2	6	2015-03-03	5.5%
Blood	블러드	KBS2	7	2015-03-09	4.4%
Blood	블러드	KBS2	8	2015-03-10	4.4%
Blood	블러드	KBS2	9	2015-03-16	4.6%
Blood	블러드	KBS2	10	2015-03-17	5.1%
Blood	블러드	KBS2	11	2015-03-23	4.4%
Blood	블러드	KBS2	12	2015-03-24	4.9%
Blood	블러드	KBS2	13	2015-03-30	4.8%
Blood	블러드	KBS2	14	2015-03-31	5.6%
Blood	블러드	KBS2	15	2015-04-06	5.3%
Blood	블러드	KBS2	16	2015-04-07	5.3%
Blood	블러드	KBS2	17	2015-04-13	5.3%
Blood	블러드	KBS2	18	2015-04-14	5.3%
Blood	블러드	KBS2	19	2015-04-20	6.4%
Blood	블러드	KBS2	20	2015-04-21	5.4%
你是誰:學校2015	후아유- 학교 2015	KBS2	1	2015-04-27	4.8%
你是誰:學校2015	후아유- 학교 2015	KBS2	2	2015-04-28	4.8%
你是誰:學校2015	후아유- 학교 2015	KBS2	3	2015-05-04	6.5%
你是誰:學校2015	후아유- 학교 2015	KBS2	4	2015-05-05	6.3%
你是誰:學校2015	후아유- 학교 2015	KBS2	5	2015-05-11	6.7%
你是誰:學校2015	후아유- 학교 2015	KBS2	6	2015-05-12	7.1%
你是誰:學校2015	후아유- 학교 2015	KBS2	7	2015-05-18	7.3%
你是誰:學校2015	후아유- 학교 2015	KBS2	8	2015-05-19	7.6%
你是誰:學校2015	후아유- 학교 2015	KBS2	9	2015-05-25	7.8%
你是誰:學校2015	후아유- 학교 2015	KBS2	10	2015-05-26	7.4%
你是誰:學校2015	후아유- 학교 2015	KBS2	11	2015-06-01	8.2%
你是誰:學校2015	후아유- 학교 2015	KBS2	12	2015-06-02	8.1%
你是誰:學校2015	후아유- 학교 2015	KBS2	13	2015-06-08	8.9%
你是誰:學校2015	후아유- 학교 2015	KBS2	14	2015-06-09	8.6%
你是誰:學校2015	후아유- 학교 2015	KBS2	15	2015-06-15	9.2%
你是誰:學校2015	후아유- 학교 2015	KBS2	16	2015-06-16	9.7%
看見味道的少女	냄새를 보는 소녀	SBS	1	2015-04-01	5.6%
看見味道的少女	냄새를 보는 소녀	SBS	2	2015-04-02	6.0%
看見味道的少女	냄새를 보는 소녀	SBS	3	2015-04-08	6.6%
看見味道的少女	냄새를 보는 소녀	SBS	4	2015-04-09	7.8%
看見味道的少女	냄새를 보는 소녀	SBS	5	2015-04-15	7.4%
看見味道的少女	냄새를 보는 소녀	SBS	6	2015-04-16	8.5%
看見味道的少女	냄새를 보는 소녀	SBS	7	2015-04-22	7.3%
看見味道的少女	냄새를 보는 소녀	SBS	8	2015-04-23	9.2%
看見味道的少女	냄새를 보는 소녀	SBS	9	2015-04-29	7.9%
看見味道的少女	냄새를 보는 소녀	SBS	10	2015-04-30	9.3%
看見味道的少女	냄새를 보는 소녀	SBS	11	2015-05-06	8.0%
看見味道的少女	냄새를 보는 소녀	SBS	12	2015-05-07	8.6%
看見味道的少女	냄새를 보는 소녀	SBS	13	2015-05-13	9.1%
看見味道的少女	냄새를 보는 소녀	SBS	14	2015-05-14	10.1%
看見味道的少女	냄새를 보는 소녀	SBS	15	2015-05-20	10.9%
看見味道的少女	냄새를 보는 소녀	SBS	16	2015-05-21	11.9%
憤怒的媽媽	앵그리맘	MBC	1	2015-03-18	10.1%
憤怒的媽媽	앵그리맘	MBC	2	2015-03-19	10.6%
憤怒的媽媽	앵그리맘	MBC	3	2015-03-25	11.4%
憤怒的媽媽	앵그리맘	MBC	4	2015-03-26	10.9%
憤怒的媽媽	앵그리맘	MBC	5	2015-04-01	9.8%
憤怒的媽媽	앵그리맘	MBC	6	2015-04-02	9.3%
憤怒的媽媽	앵그리맘	MBC	7	2015-04-08	8.5%
憤怒的媽媽	앵그리맘	MBC	8	2015-04-09	8.3%
憤怒的媽媽	앵그리맘	MBC	9	2015-04-15	8.4%
憤怒的媽媽	앵그리맘	MBC	10	2015-04-16	9.2%
憤怒的媽媽	앵그리맘	MBC	11	2015-04-22	8.0%
憤怒的媽媽	앵그리맘	MBC	12	2015-04-23	8.0%
憤怒的媽媽	앵그리맘	MBC	13	2015-04-29	7.0%
憤怒的媽媽	앵그리맘	MBC	14	2015-04-30	7.8%
憤怒的媽媽	앵그리맘	MBC	15	2015-05-06	8.7%
憤怒的媽媽	앵그리맘	MBC	16	2015-05-07	8.8%
不善良的女人們	착하지 않은 여자들	KBS2	1	2015-02-25	8.8%
不善良的女人們	착하지 않은 여자들	KBS2	2	2015-02-26	8.9%
不善良的女人們	착하지 않은 여자들	KBS2	3	2015-03-04	10.1%
不善良的女人們	착하지 않은 여자들	KBS2	4	2015-03-05	9.5%
不善良的女人們	착하지 않은 여자들	KBS2	5	2015-03-11	9.1%
不善良的女人們	착하지 않은 여자들	KBS2	6	2015-03-12	9.5%
不善良的女人們	착하지 않은 여자들	KBS2	7	2015-03-18	9.6%
不善良的女人們	착하지 않은 여자들	KBS2	8	2015-03-19	9.5%
不善良的女人們	착하지 않은 여자들	KBS2	9	2015-03-25	9.8%
不善良的女人們	착하지 않은 여자들	KBS2	10	2015-03-26	10.3%
不善良的女人們	착하지 않은 여자들	KBS2	11	2015-04-01	9.9%
不善良的女人們	착하지 않은 여자들	KBS2	12	2015-04-02	10.6%
不善良的女人們	착하지 않은 여자들	KBS2	13	2015-04-08	10.5%
不善良的女人們	착하지 않은 여자들	KBS2	14	2015-04-09	10.4%
不善良的女人們	착하지 않은 여자들	KBS2	15	2015-04-15	10.0%
不善良的女人們	착하지 않은 여자들	KBS2	16	2015-04-16	9.4%
不善良的女人們	착하지 않은 여자들	KBS2	17	2015-04-22	9.8%
不善良的女人們	착하지 않은 여자들	KBS2	18	2015-04-23	8.8%
不善良的女人們	착하지 않은 여자들	KBS2	19	2015-04-29	8.5%
不善良的女人們	착하지 않은 여자들	KBS2	20	2015-04-30	9.7%
不善良的女人們	착하지 않은 여자들	KBS2	21	2015-05-06	9.8%
不善良的女人們	착하지 않은 여자들	KBS2	22	2015-05-07	9.1%
不善良的女人們	착하지 않은 여자들	KBS2	23	2015-05-13	9.7%
不善良的女人們	착하지 않은 여자들	KBS2	24	2015-05-14	9.7%
製作人的那些事	프로듀사	KBS2	1	2015-05-15	10.5%
製作人的那些事	프로듀사	KBS2	2	2015-05-16	11.2%
製作人的那些事	프로듀사	KBS2	3	2015-05-22	9.6%
製作人的那些事	프로듀사	KBS2	4	2015-05-23	11.5%
製作人的那些事	프로듀사	KBS2	5	2015-05-29	10.8%
製作人的那些事	프로듀사	KBS2	6	2015-05-30	12.8%
製作人的那些事	프로듀사	KBS2	7	2015-06-05	11.8%
製作人的那些事	프로듀사	KBS2	8	2015-06-06	13.8%
製作人的那些事	프로듀사	KBS2	9	2015-06-12	11.7%
製作人的那些事	프로듀사	KBS2	10	2015-06-13	13.8%
製作人的那些事	프로듀사	KBS2	11	2015-06-19	13.3%
製作人的那些事	프로듀사	KBS2	12	2015-06-20	18.2%
薔薇色的戀人們	장미빛 연인들	MBC	1	2014-10-18	12.4%
薔薇色的戀人們	장미빛 연인들	MBC	2	2014-10-19	13.2%
薔薇色的戀人們	장미빛 연인들	MBC	3	2014-10-25	12.1%
薔薇色的戀人們	장미빛 연인들	MBC	4	2014-10-26	12.4%
薔薇色的戀人們	장미빛 연인들	MBC	5	2014-11-01	12.9%
薔薇色的戀人們	장미빛 연인들	MBC	6	2014-11-02	13.6%
薔薇色的戀人們	장미빛 연인들	MBC	7	2014-11-08	13.0%
薔薇色的戀人們	장미빛 연인들	MBC	8	2014-11-09	14.7%
薔薇色的戀人們	장미빛 연인들	MBC	9	2014-11-15	14.9%
薔薇色的戀人們	장미빛 연인들	MBC	10	2014-11-16	16.7%
薔薇色的戀人們	장미빛 연인들	MBC	11	2014-11-22	16.0%
薔薇色的戀人們	장미빛 연인들	MBC	12	2014-11-23	16.0%
薔薇色的戀人們	장미빛 연인들	MBC	13	2014-11-29	16.0%
薔薇色的戀人們	장미빛 연인들	MBC	14	2014-11-30	17.5%
薔薇色的戀人們	장미빛 연인들	MBC	15	2014-12-06	17.2%
薔薇色的戀人們	장미빛 연인들	MBC	16	2014-12-07	17.6%
薔薇色的戀人們	장미빛 연인들	MBC	17	2014-12-13	15.8%
薔薇色的戀人們	장미빛 연인들	MBC	18	2014-12-14	18.0%
薔薇色的戀人們	장미빛 연인들	MBC	19	2014-12-20	16.0%
薔薇色的戀人們	장미빛 연인들	MBC	20	2014-12-21	17.5%
薔薇色的戀人們	장미빛 연인들	MBC	21	2014-12-27	17.3%
薔薇色的戀人們	장미빛 연인들	MBC	22	2014-12-28	17.4%
薔薇色的戀人們	장미빛 연인들	MBC	23	2015-01-03	19.4%
薔薇色的戀人們	장미빛 연인들	MBC	24	2015-01-04	19.0%
薔薇色的戀人們	장미빛 연인들	MBC	25	2015-01-10	17.9%
薔薇色的戀人們	장미빛 연인들	MBC	26	2015-01-11	18.6%
薔薇色的戀人們	장미빛 연인들	MBC	27	2015-01-17	18.8%
薔薇色的戀人們	장미빛 연인들	MBC	28	2015-01-18	19.5%
薔薇色的戀人們	장미빛 연인들	MBC	29	2015-01-24	20.5%
薔薇色的戀人們	장미빛 연인들	MBC	30	2015-01-25	21.3%
薔薇色的戀人們	장미빛 연인들	MBC	31	2015-01-31	27.0%
薔薇色的戀人們	장미빛 연인들	MBC	32	2015-02-01	21.8%
薔薇色的戀人們	장미빛 연인들	MBC	33	2015-02-07	21.1%
薔薇色的戀人們	장미빛 연인들	MBC	34	2015-02-08	21.0%
薔薇色的戀人們	장미빛 연인들	MBC	35	2015-02-14	21.1%
薔薇色的戀人們	장미빛 연인들	MBC	36	2015-02-15	21.2%
薔薇色的戀人們	장미빛 연인들	MBC	37	2015-02-21	21.7%
薔薇色的戀人們	장미빛 연인들	MBC	38	2015-02-22	23.4%
薔薇色的戀人們	장미빛 연인들	MBC	39	2015-02-28	22.2%
薔薇色的戀人們	장미빛 연인들	MBC	40	2015-03-01	23.0%
薔薇色的戀人們	장미빛 연인들	MBC	41	2015-03-07	21.7%
薔薇色的戀人們	장미빛 연인들	MBC	42	2015-03-08	23.3%
薔薇色的戀人們	장미빛 연인들	MBC	43	2015-03-14	21.2%
薔薇色的戀人們	장미빛 연인들	MBC	44	2015-03-15	21.6%
薔薇色的戀人們	장미빛 연인들	MBC	45	2015-03-21	21.7%
薔薇色的戀人們	장미빛 연인들	MBC	46	2015-03-22	22.5%
薔薇色的戀人們	장미빛 연인들	MBC	47	2015-03-28	21.4%
薔薇色的戀人們	장미빛 연인들	MBC	48	2015-03-29	23.0%
薔薇色的戀人們	장미빛 연인들	MBC	49	2015-04-04	23.4%
薔薇色的戀人們	장미빛 연인들	MBC	50	2015-04-05	27.1%
薔薇色的戀人們	장미빛 연인들	MBC	1	2014-10-18	12.4%
薔薇色的戀人們	장미빛 연인들	MBC	2	2014-10-19	13.2%
薔薇色的戀人們	장미빛 연인들	MBC	3	2014-10-25	12.1%
薔薇色的戀人們	장미빛 연인들	MBC	4	2014-10-26	12.4%
薔薇色的戀人們	장미빛 연인들	MBC	5	2014-11-01	12.9%
薔薇色的戀人們	장미빛 연인들	MBC	6	2014-11-02	13.6%
薔薇色的戀人們	장미빛 연인들	MBC	7	2014-11-08	13.0%
薔薇色的戀人們	장미빛 연인들	MBC	8	2014-11-09	14.7%
薔薇色的戀人們	장미빛 연인들	MBC	9	2014-11-15	14.9%
薔薇色的戀人們	장미빛 연인들	MBC	10	2014-11-16	16.7%
薔薇色的戀人們	장미빛 연인들	MBC	11	2014-11-22	16.0%
薔薇色的戀人們	장미빛 연인들	MBC	12	2014-11-23	16.0%
薔薇色的戀人們	장미빛 연인들	MBC	13	2014-11-29	16.0%
薔薇色的戀人們	장미빛 연인들	MBC	14	2014-11-30	17.5%
薔薇色的戀人們	장미빛 연인들	MBC	15	2014-12-06	17.2%
薔薇色的戀人們	장미빛 연인들	MBC	16	2014-12-07	17.6%
薔薇色的戀人們	장미빛 연인들	MBC	17	2014-12-13	15.8%
薔薇色的戀人們	장미빛 연인들	MBC	18	2014-12-14	18.0%
薔薇色的戀人們	장미빛 연인들	MBC	19	2014-12-20	16.0%
薔薇色的戀人們	장미빛 연인들	MBC	20	2014-12-21	17.5%
薔薇色的戀人們	장미빛 연인들	MBC	21	2014-12-27	17.3%
薔薇色的戀人們	장미빛 연인들	MBC	22	2014-12-28	17.4%
薔薇色的戀人們	장미빛 연인들	MBC	23	2015-01-03	19.4%
薔薇色的戀人們	장미빛 연인들	MBC	24	2015-01-04	19.0%
薔薇色的戀人們	장미빛 연인들	MBC	25	2015-01-10	17.9%
薔薇色的戀人們	장미빛 연인들	MBC	26	2015-01-11	18.6%
薔薇色的戀人們	장미빛 연인들	MBC	27	2015-01-17	18.8%
薔薇色的戀人們	장미빛 연인들	MBC	28	2015-01-18	19.5%
薔薇色的戀人們	장미빛 연인들	MBC	29	2015-01-24	20.5%
薔薇色的戀人們	장미빛 연인들	MBC	30	2015-01-25	21.3%
薔薇色的戀人們	장미빛 연인들	MBC	31	2015-01-31	27.0%
薔薇色的戀人們	장미빛 연인들	MBC	32	2015-02-01	21.8%
薔薇色的戀人們	장미빛 연인들	MBC	33	2015-02-07	21.1%
薔薇色的戀人們	장미빛 연인들	MBC	34	2015-02-08	21.0%
薔薇色的戀人們	장미빛 연인들	MBC	35	2015-02-14	21.1%
薔薇色的戀人們	장미빛 연인들	MBC	36	2015-02-15	21.2%
薔薇色的戀人們	장미빛 연인들	MBC	37	2015-02-21	21.7%
薔薇色的戀人們	장미빛 연인들	MBC	38	2015-02-22	23.4%
薔薇色的戀人們	장미빛 연인들	MBC	39	2015-02-28	22.2%
薔薇色的戀人們	장미빛 연인들	MBC	40	2015-03-01	23.0%
薔薇色的戀人們	장미빛 연인들	MBC	41	2015-03-07	21.7%
薔薇色的戀人們	장미빛 연인들	MBC	42	2015-03-08	23.3%
薔薇色的戀人們	장미빛 연인들	MBC	43	2015-03-14	21.2%
薔薇色的戀人們	장미빛 연인들	MBC	44	2015-03-15	21.6%
薔薇色的戀人們	장미빛 연인들	MBC	45	2015-03-21	21.7%
薔薇色的戀人們	장미빛 연인들	MBC	46	2015-03-22	22.5%
薔薇色的戀人們	장미빛 연인들	MBC	47	2015-03-28	21.4%
薔薇色的戀人們	장미빛 연인들	MBC	48	2015-03-29	23.0%
薔薇色的戀人們	장미빛 연인들	MBC	49	2015-04-04	23.4%
薔薇色的戀人們	장미빛 연인들	MBC	50	2015-04-05	27.1%
薔薇色的戀人們	장미빛 연인들	MBC	1	2014-10-18	12.4%
薔薇色的戀人們	장미빛 연인들	MBC	2	2014-10-19	13.2%
薔薇色的戀人們	장미빛 연인들	MBC	3	2014-10-25	12.1%
薔薇色的戀人們	장미빛 연인들	MBC	4	2014-10-26	12.4%
薔薇色的戀人們	장미빛 연인들	MBC	5	2014-11-01	12.9%
